Customer ID,TotalSpent,TotalOrders,TotalQuantity,FirstPurchase,LastPurchase,CustomerLifetimeDays
13244,121.74000000000001,1,38,2011-09-08 11:46:00,2011-09-08 11:46:00,0
13245,989.22,2,371,2010-10-03 14:03:00,2011-10-20 11:40:00,381
13246,3351.75,11,2796,2010-07-02 13:36:00,2011-11-21 16:50:00,507
13247,501.12,4,328,2011-09-18 11:31:00,2011-11-22 10:59:00,64
13248,465.68,2,305,2011-06-03 13:05:00,2011-08-07 12:40:00,64
13249,1608.9299999999998,9,1246,2010-01-24 12:11:00,2011-09-08 13:26:00,592
13250,253.09,2,107,2010-07-25 14:01:00,2010-09-05 11:33:00,41
13251,252.68,1,215,2010-11-02 13:20:00,2010-11-02 13:20:00,0
13252,399.3,2,134,2010-03-24 10:30:00,2010-11-10 16:00:00,231
13253,2951.11,4,3015,2010-01-05 12:13:00,2011-07-06 10:09:00,546
13254,51.41,1,43,2010-11-28 15:42:00,2010-11-28 15:42:00,0
13255,678.76,3,407,2010-07-15 13:20:00,2011-11-30 13:14:00,502
13257,149.75,1,33,2010-09-29 14:58:00,2010-09-29 14:58:00,0
13258,1009.43,5,446,2010-11-04 12:45:00,2011-11-28 09:31:00,388
13259,1402.54,9,503,2010-01-10 10:26:00,2011-10-09 10:48:00,637
13260,557.62,1,142,2011-10-09 13:21:00,2011-10-09 13:21:00,0
13261,944.1,2,210,2011-02-27 10:41:00,2011-03-16 12:22:00,17
13262,573.45,3,247,2010-04-18 12:14:00,2011-03-21 15:06:00,337
13263,8676.2,39,5372,2010-10-22 17:07:00,2011-12-08 13:59:00,411
13264,722.5600000000001,1,375,2010-09-23 12:42:00,2010-09-23 12:42:00,0
13265,2092.66,5,1740,2011-03-11 09:54:00,2011-10-17 15:02:00,220
13266,6135.04,19,6837,2009-12-17 10:52:00,2011-11-28 14:39:00,711
13267,9429.81,36,3959,2009-12-07 16:56:00,2011-12-07 11:12:00,729
13268,3174.75,11,3624,2011-03-17 13:20:00,2011-11-22 11:51:00,249
13269,8537.32,28,6366,2009-12-02 11:47:00,2011-12-08 14:53:00,736
13270,590.0,1,200,2010-12-08 14:53:00,2010-12-08 14:53:00,0
13271,211.49,1,240,2011-11-02 14:31:00,2011-11-02 14:31:00,0
13272,276.56,2,96,2011-09-11 12:06:00,2011-11-08 14:00:00,58
13273,138.98,1,153,2011-08-18 14:02:00,2011-08-18 14:02:00,0
13274,360.85,1,199,2010-10-26 13:48:00,2010-10-26 13:48:00,0
13275,238.86,2,138,2010-03-17 14:05:00,2010-11-21 12:09:00,248
13276,1891.91,5,840,2010-03-07 14:05:00,2011-10-07 12:44:00,578
13277,523.3,7,382,2010-06-18 08:45:00,2011-11-24 09:21:00,524
13278,1435.85,4,1358,2010-04-08 11:59:00,2011-10-30 11:49:00,569
13279,137.75,1,73,2011-09-22 17:24:00,2011-09-22 17:24:00,0
13280,2293.33,7,1489,2010-03-05 09:07:00,2011-08-09 13:14:00,522
13281,350.85,1,201,2010-09-26 16:03:00,2010-09-26 16:03:00,0
13282,1313.19,4,410,2010-10-29 14:11:00,2011-11-21 15:33:00,388
13283,373.36,4,204,2010-03-09 14:36:00,2011-10-11 09:50:00,580
13284,201.19,1,91,2011-01-13 09:23:00,2011-01-13 09:23:00,0
13285,3364.59,6,2457,2010-03-25 14:26:00,2011-11-16 13:19:00,600
13286,734.91,1,274,2010-04-18 15:35:00,2010-04-18 15:35:00,0
13287,781.59,3,429,2010-01-04 10:43:00,2010-04-15 15:26:00,101
13288,927.61,5,379,2010-02-11 14:59:00,2010-09-22 16:32:00,223
13289,307.95,1,119,2009-12-16 11:53:00,2009-12-16 11:53:00,0
13290,208.63,1,1,2010-09-27 16:29:00,2010-09-27 16:29:00,0
13291,3270.79,11,1600,2010-02-11 18:36:00,2011-07-07 10:36:00,510
13292,994.51,5,530,2010-07-01 14:36:00,2011-11-01 10:04:00,487
13293,1192.94,6,555,2010-02-09 12:05:00,2010-11-12 13:28:00,276
13294,1689.53,3,996,2010-03-03 12:54:00,2011-06-03 08:54:00,456
13295,1101.97,4,733,2010-05-12 09:13:00,2010-12-15 11:21:00,217
13296,792.51,6,653,2010-05-11 14:29:00,2011-07-25 13:46:00,439
13297,4368.62,7,2694,2010-06-15 12:35:00,2011-12-02 09:32:00,534
13298,360.0,1,96,2011-12-08 13:11:00,2011-12-08 13:11:00,0
13299,1218.7,3,416,2010-06-29 11:30:00,2011-03-16 12:55:00,260
13300,1285.51,3,455,2010-05-14 15:56:00,2011-06-23 13:09:00,404
13301,618.09,4,345,2011-02-20 13:13:00,2011-08-28 11:25:00,188
13302,159.2,2,12,2010-07-01 12:32:00,2011-07-07 17:56:00,371
13303,61.72,1,26,2010-11-04 14:55:00,2010-11-04 14:55:00,0
13304,1217.99,4,716,2010-02-08 12:42:00,2010-12-23 14:35:00,318
13305,3616.41,16,2228,2010-03-10 14:49:00,2011-12-05 15:15:00,635
13306,53.65,1,74,2010-10-05 14:55:00,2010-10-05 14:55:00,0
13307,273.34,3,140,2010-04-26 13:28:00,2011-08-11 17:14:00,472
13308,1670.3700000000001,4,1073,2010-04-22 09:22:00,2011-11-17 09:31:00,574
13309,1706.3700000000001,6,1914,2010-11-12 12:10:00,2011-12-02 16:34:00,385
13310,1541.2,5,816,2010-11-02 17:03:00,2011-11-11 17:23:00,374
13311,598.57,2,305,2011-07-12 14:26:00,2011-12-05 12:55:00,145
13312,124.75,1,41,2010-09-14 14:36:00,2010-09-14 14:36:00,0
13313,3445.32,12,2308,2009-12-02 16:18:00,2011-11-17 16:48:00,715
13314,775.94,3,560,2011-09-27 10:20:00,2011-12-08 12:29:00,72
13315,310.26000000000005,1,232,2010-01-19 15:34:00,2010-01-19 15:34:00,0
13316,12940.82,10,19931,2010-03-10 10:01:00,2011-11-02 13:40:00,602
13317,6486.091,19,3149,2009-12-13 11:11:00,2011-10-04 13:35:00,660
13318,640.76,3,304,2011-11-02 13:26:00,2011-12-08 18:51:00,36
13319,21323.22,58,8974,2009-12-06 14:46:00,2011-12-04 13:34:00,727
13320,2211.6,6,1509,2010-08-18 10:29:00,2011-09-22 18:07:00,400
13321,567.36,2,372,2011-09-14 15:18:00,2011-09-28 15:24:00,14
13322,199.48000000000002,1,117,2011-11-22 14:21:00,2011-11-22 14:21:00,0
13323,787.85,5,175,2011-09-16 13:23:00,2011-12-06 17:12:00,81
13324,10513.47,18,8448,2010-05-25 10:23:00,2011-11-03 16:28:00,527
13325,675.3,1,240,2011-09-19 10:36:00,2011-09-19 10:36:00,0
13326,281.76,1,140,2010-10-03 16:00:00,2010-10-03 16:00:00,0
13327,9134.48,20,4203,2009-12-18 15:35:00,2011-11-01 10:21:00,682
13328,1308.48,1,680,2011-01-27 15:22:00,2011-01-27 15:22:00,0
13329,4808.7699999999995,8,3311,2009-12-04 15:41:00,2011-11-08 10:29:00,703
13330,2796.1,6,1951,2010-02-23 10:12:00,2011-09-08 12:27:00,562
13331,262.4,1,54,2010-11-03 08:04:00,2010-11-03 08:04:00,0
13332,350.90000000000003,1,179,2011-11-25 13:30:00,2011-11-25 13:30:00,0
13333,1015.74,3,685,2010-02-19 09:26:00,2010-10-24 13:24:00,247
13334,6201.8,5,3198,2010-02-25 12:21:00,2011-09-18 15:21:00,570
13336,795.12,1,559,2011-09-23 14:05:00,2011-09-23 14:05:00,0
13337,1575.26,1,980,2010-06-11 13:27:00,2010-06-11 13:27:00,0
13338,2445.62,4,1151,2010-01-05 12:25:00,2011-07-05 09:06:00,545
13339,860.12,1,326,2011-05-23 08:31:00,2011-05-23 08:31:00,0
13340,22100.56,12,9636,2010-02-22 14:54:00,2011-10-25 13:15:00,609
13341,775.85,1,301,2011-03-24 09:50:00,2011-03-24 09:50:00,0
13343,353.43,1,135,2011-06-15 12:24:00,2011-06-15 12:24:00,0
13344,2511.69,3,952,2011-03-07 10:28:00,2011-10-03 09:45:00,209
13345,389.5,1,141,2011-02-25 09:01:00,2011-02-25 09:01:00,0
13346,299.4,6,180,2010-04-22 12:34:00,2010-09-03 11:41:00,133
13347,341.36,1,205,2011-09-30 13:28:00,2011-09-30 13:28:00,0
13348,233.76000000000002,1,136,2011-10-06 17:28:00,2011-10-06 17:28:00,0
13349,247.32,1,225,2011-11-29 08:07:00,2011-11-29 08:07:00,0
13350,979.12,2,287,2011-09-21 13:33:00,2011-11-23 16:33:00,63
13351,373.94,1,117,2011-10-04 12:55:00,2011-10-04 12:55:00,0
13352,397.98,1,321,2011-10-10 13:55:00,2011-10-10 13:55:00,0
13354,743.53,1,604,2011-09-29 13:17:00,2011-09-29 13:17:00,0
13355,674.7,1,314,2011-08-09 14:48:00,2011-08-09 14:48:00,0
13356,768.24,1,325,2011-09-20 14:33:00,2011-09-20 14:33:00,0
13357,3805.51,5,2112,2010-03-22 14:30:00,2011-03-27 13:56:00,369
13358,439.03000000000003,1,285,2011-03-16 11:52:00,2011-03-16 11:52:00,0
13359,1043.31,2,381,2010-11-01 15:05:00,2011-10-07 09:30:00,339
13360,1553.65,4,942,2010-01-08 11:16:00,2010-10-04 12:37:00,269
13361,1450.5,2,324,2010-04-01 07:49:00,2010-08-24 14:56:00,145
13362,5394.07,7,2481,2010-10-10 15:27:00,2011-11-30 14:41:00,415
13363,1723.8600000000001,3,1146,2010-10-26 11:07:00,2011-11-22 12:40:00,392
13364,134.96,1,71,2011-09-29 18:13:00,2011-09-29 18:13:00,0
13365,2225.37,2,1247,2011-05-06 12:00:00,2011-11-06 12:36:00,184
13366,56.16,1,144,2011-10-20 13:37:00,2011-10-20 13:37:00,0
13367,510.2,1,253,2010-10-04 10:00:00,2010-10-04 10:00:00,0
13368,1121.5,4,606,2010-10-12 10:43:00,2011-03-28 09:59:00,166
13369,308.28000000000003,1,149,2010-12-09 11:30:00,2010-12-09 11:30:00,0
13370,754.87,1,343,2010-12-03 10:26:00,2010-12-03 10:26:00,0
13371,2297.66,2,1019,2010-03-17 15:29:00,2010-07-22 17:33:00,127
13372,378.64,1,159,2011-09-11 12:46:00,2011-09-11 12:46:00,0
13373,7587.1900000000005,6,4263,2009-12-06 12:34:00,2011-10-10 10:51:00,672
13374,422.8,2,135,2010-09-16 10:29:00,2010-10-21 10:04:00,34
13375,1792.23,2,1124,2010-09-21 08:12:00,2011-09-12 10:19:00,356
13376,1019.76,3,493,2011-04-19 13:03:00,2011-09-01 16:16:00,135
13377,1552.88,2,748,2010-03-04 10:06:00,2010-11-08 12:20:00,249
13379,572.56,3,601,2011-07-26 12:26:00,2011-11-13 13:45:00,110
13380,62.4,1,48,2010-10-03 10:18:00,2010-10-03 10:18:00,0
13381,8224.37,12,5125,2009-12-01 15:19:00,2011-11-08 11:58:00,706
13382,1387.58,5,863,2009-12-08 09:56:00,2011-03-04 10:03:00,451
13383,305.28000000000003,1,288,2010-06-14 11:45:00,2010-06-14 11:45:00,0
13384,6680.83,11,4142,2010-07-27 12:22:00,2011-11-09 11:04:00,469
13385,534.57,1,281,2011-01-14 09:52:00,2011-01-14 09:52:00,0
13386,835.46,2,514,2010-09-28 13:09:00,2010-10-21 12:52:00,22
13387,186.94,1,123,2010-10-18 14:07:00,2010-10-18 14:07:00,0
13388,1185.65,3,701,2010-04-15 10:18:00,2011-07-31 12:52:00,472
13389,797.96,3,429,2011-04-21 12:12:00,2011-11-28 14:01:00,221
13390,544.08,1,224,2011-09-26 08:38:00,2011-09-26 08:38:00,0
13391,59.8,1,4,2011-05-20 10:50:00,2011-05-20 10:50:00,0
13392,91.14,1,82,2010-01-31 13:34:00,2010-01-31 13:34:00,0
13393,1131.45,4,662,2009-12-07 18:12:00,2010-05-05 09:34:00,148
13394,6621.7,19,5354,2009-12-01 11:58:00,2011-12-08 11:36:00,736
13395,1180.23,3,1660,2010-10-14 13:00:00,2011-06-07 15:04:00,236
13396,1360.99,2,600,2011-01-24 13:37:00,2011-11-10 16:59:00,290
13397,3191.87,10,1336,2010-01-20 09:50:00,2011-09-28 10:56:00,616
13398,670.34,2,341,2010-09-17 09:34:00,2011-05-31 13:17:00,256
13399,275.4,3,120,2010-07-08 17:47:00,2010-09-01 13:59:00,54
13400,310.83,1,284,2010-05-06 09:00:00,2010-05-06 09:00:00,0
13402,1226.8500000000001,4,917,2010-05-24 10:56:00,2011-08-04 15:51:00,437
13403,229.5,3,114,2009-12-16 13:23:00,2011-11-22 08:28:00,705
13404,252.49,2,111,2011-05-11 11:57:00,2011-12-08 15:37:00,211
13405,1213.811,6,855,2009-12-15 14:13:00,2011-09-26 17:01:00,650
13406,568.92,2,292,2010-03-18 07:29:00,2010-10-08 14:44:00,204
13407,2244.7,3,1690,2010-02-16 11:13:00,2010-05-10 12:41:00,83
13408,50174.782,106,28675,2009-12-04 09:31:00,2011-12-08 09:05:00,733
13410,2201.96,9,1244,2009-12-08 13:43:00,2011-11-15 15:33:00,707
13411,213.55,1,72,2011-08-24 13:57:00,2011-08-24 13:57:00,0
13412,487.35,1,176,2010-03-29 16:28:00,2010-03-29 16:28:00,0
13413,429.44,6,455,2010-01-21 17:43:00,2010-03-10 12:17:00,47
13414,2494.14,6,2702,2010-04-15 17:00:00,2011-07-29 11:45:00,469
13415,784.17,4,496,2009-12-11 14:20:00,2010-08-24 11:38:00,255
13416,940.8000000000001,3,208,2009-12-03 13:02:00,2011-10-27 08:56:00,692
13417,1669.49,6,532,2010-02-08 12:39:00,2011-12-05 08:49:00,664
13418,11559.66,31,7354,2009-12-11 12:51:00,2011-11-28 10:23:00,716
13419,221.06,1,275,2011-10-07 12:49:00,2011-10-07 12:49:00,0
13420,159.85,2,101,2011-06-22 11:35:00,2011-07-13 08:48:00,20
13421,4058.75,8,2351,2010-02-14 14:45:00,2011-10-30 14:21:00,622
13422,2626.3,1,1326,2011-10-06 13:42:00,2011-10-06 13:42:00,0
13423,217.03,1,141,2010-10-07 09:02:00,2010-10-07 09:02:00,0
13424,572.77,1,529,2010-09-16 10:49:00,2010-09-16 10:49:00,0
13425,3390.4300000000003,5,2358,2010-05-09 14:35:00,2011-08-23 17:13:00,471
13426,8167.38,22,4868,2009-12-09 15:16:00,2011-12-09 08:59:00,729
13427,1006.53,6,880,2009-12-17 13:44:00,2011-11-20 13:02:00,702
13428,478.54,3,356,2010-07-13 13:20:00,2011-11-29 14:20:00,504
13429,1006.8,4,1390,2011-09-25 15:59:00,2011-11-29 09:10:00,64
13430,679.45,2,751,2011-09-14 14:26:00,2011-11-21 08:19:00,67
13431,3316.2400000000002,8,1570,2010-02-18 11:53:00,2011-10-03 13:49:00,592
13432,439.1,2,217,2010-04-06 14:42:00,2010-05-17 13:18:00,40
13433,658.32,4,190,2010-01-12 08:59:00,2010-07-26 16:55:00,195
13434,1666.8600000000001,5,864,2010-02-22 09:54:00,2011-09-26 14:30:00,581
13435,4447.33,9,2754,2010-07-27 16:56:00,2011-12-04 14:45:00,494
13436,196.89,1,76,2011-12-08 10:33:00,2011-12-08 10:33:00,0
13437,3408.06,7,1283,2011-06-02 14:30:00,2011-11-25 14:00:00,175
13438,46.5,1,10,2010-06-10 18:46:00,2010-06-10 18:46:00,0
13439,986.61,3,952,2010-07-01 14:36:00,2011-03-29 14:20:00,270
13440,1295.25,7,573,2010-09-14 10:34:00,2010-10-12 13:11:00,28
13441,720.9,2,520,2010-10-04 10:38:00,2011-09-09 09:38:00,339
13442,419.87,3,115,2009-12-01 14:59:00,2010-02-10 14:03:00,70
13443,1273.16,6,805,2010-01-31 13:30:00,2010-09-17 12:31:00,228
13444,619.08,2,331,2010-07-21 14:34:00,2010-11-30 13:02:00,131
13445,241.89999999999998,1,198,2010-03-23 15:34:00,2010-03-23 15:34:00,0
13446,3881.89,11,2403,2010-02-14 11:52:00,2010-10-05 18:51:00,233
13447,1129.14,3,584,2011-11-04 10:10:00,2011-11-16 13:38:00,12
13448,8745.93,13,4195,2009-12-06 12:14:00,2011-11-23 12:33:00,717
13449,291.88,1,222,2011-11-16 08:28:00,2011-11-16 08:28:00,0
13450,4120.04,13,4318,2010-04-15 19:15:00,2011-11-13 11:54:00,576
13451,7090.06,11,5229,2010-03-21 16:13:00,2011-11-13 15:58:00,601
13452,729.8,3,6,2010-08-24 09:53:00,2011-03-25 14:19:00,213
13453,781.69,3,341,2010-11-02 13:23:00,2011-06-27 09:34:00,236
13454,219.87,1,198,2010-03-08 14:40:00,2010-03-08 14:40:00,0
13455,2212.9900000000002,6,795,2009-12-09 08:58:00,2011-11-15 11:21:00,706
13456,1766.72,6,765,2011-05-16 15:34:00,2011-11-22 09:18:00,189
13457,148.22,2,96,2009-12-02 12:46:00,2010-01-20 08:48:00,48
13458,11959.27,16,6760,2010-11-16 14:01:00,2011-12-02 15:29:00,381
13459,1160.41,2,986,2010-01-26 13:35:00,2010-03-25 10:24:00,57
13460,183.44,2,286,2011-10-21 09:50:00,2011-11-10 17:17:00,20
13461,4160.0,6,3132,2010-04-21 16:01:00,2011-11-01 09:01:00,558
13462,1153.8500000000001,5,697,2009-12-14 09:48:00,2011-04-01 11:20:00,473
13464,3097.64,6,1440,2010-03-31 15:22:00,2011-10-12 15:01:00,559
13465,931.12,2,584,2010-05-02 15:30:00,2010-09-19 15:13:00,139
13466,1013.35,5,660,2010-03-21 13:50:00,2011-06-08 16:39:00,444
13467,1071.91,2,580,2011-11-03 16:56:00,2011-11-29 10:01:00,25
13468,12793.28,72,5617,2009-12-03 13:32:00,2011-12-08 10:39:00,734
13469,82.4,1,52,2010-02-24 15:03:00,2010-02-24 15:03:00,0
13470,165.0,2,100,2011-08-16 17:06:00,2011-09-01 14:57:00,15
13471,2501.84,4,1583,2011-10-23 13:10:00,2011-12-08 15:44:00,46
13472,592.24,2,310,2010-06-02 09:48:00,2010-09-02 09:41:00,91
13473,2657.76,8,1000,2009-12-15 19:02:00,2011-10-10 11:20:00,663
13474,646.59,3,318,2010-08-01 14:40:00,2011-04-17 13:53:00,258
13475,1431.78,4,1012,2011-02-14 12:36:00,2011-06-01 13:52:00,107
13476,2061.4700000000003,5,713,2010-03-05 09:39:00,2011-06-14 12:00:00,466
13477,2819.17,11,2091,2010-01-25 11:52:00,2011-11-02 12:04:00,646
13478,2215.78,5,1189,2010-01-31 15:51:00,2010-08-27 13:23:00,207
13479,851.37,4,716,2010-08-19 16:18:00,2011-05-23 10:45:00,276
13480,627.82,2,362,2010-01-29 12:35:00,2010-10-19 11:53:00,262
13481,3830.84,11,2055,2009-12-04 12:37:00,2011-10-25 09:07:00,689
13482,336.09,2,187,2010-03-22 10:31:00,2011-04-21 17:03:00,395
13483,140.34,1,160,2011-10-05 11:53:00,2011-10-05 11:53:00,0
13484,790.72,3,224,2010-03-10 11:46:00,2011-04-12 16:30:00,398
13485,3019.2200000000003,11,1798,2009-12-03 13:46:00,2011-04-20 13:58:00,503
13486,1122.41,3,669,2011-07-07 17:19:00,2011-09-22 13:13:00,76
13487,846.87,5,362,2009-12-05 10:25:00,2011-10-13 12:07:00,677
13488,14205.960000000001,23,7375,2010-01-25 10:13:00,2011-11-22 14:41:00,666
13489,449.52,4,560,2011-02-18 10:42:00,2011-08-26 13:16:00,189
13490,154.25,1,25,2010-02-23 14:48:00,2010-02-23 14:48:00,0
13491,4467.66,27,2349,2009-12-07 08:24:00,2011-10-19 08:32:00,681
13492,1269.84,3,408,2011-05-09 10:06:00,2011-07-26 14:25:00,78
13493,618.63,2,380,2011-02-25 16:42:00,2011-03-09 15:35:00,11
13494,316.26000000000005,1,162,2011-02-01 11:58:00,2011-02-01 11:58:00,0
13495,4863.31,10,2465,2009-12-07 12:12:00,2011-12-02 11:21:00,724
13496,653.33,2,341,2010-12-15 10:17:00,2011-11-29 10:58:00,349
13497,1166.8300000000002,6,525,2010-02-08 10:27:00,2011-03-02 09:04:00,386
13498,327.38,1,362,2009-12-09 15:26:00,2009-12-09 15:26:00,0
13499,1159.1100000000001,5,1365,2011-03-15 08:52:00,2011-11-22 11:21:00,252
13500,1466.3,4,838,2010-11-03 13:16:00,2011-11-16 15:35:00,378
13501,2885.11,3,1253,2010-05-18 13:24:00,2011-02-24 18:59:00,282
13502,780.5,5,490,2010-06-09 10:52:00,2011-11-23 10:39:00,531
13503,1859.24,6,1105,2010-02-16 13:49:00,2011-09-29 13:23:00,589
13504,295.93,1,178,2011-10-06 13:20:00,2011-10-06 13:20:00,0
13505,4393.63,4,2486,2011-04-21 12:07:00,2011-09-28 11:56:00,159
13506,1338.08,5,942,2010-09-05 12:33:00,2011-01-27 13:53:00,144
13507,2479.16,4,1597,2011-07-17 11:50:00,2011-12-06 13:13:00,142
13508,287.05,2,180,2010-03-07 11:58:00,2011-04-10 11:58:00,399
13509,1114.72,8,1214,2010-07-20 12:10:00,2011-12-01 10:10:00,498
13510,4558.29,11,3044,2009-12-21 11:53:00,2011-12-08 13:46:00,717
13511,282.76,1,60,2010-02-01 12:10:00,2010-02-01 12:10:00,0
13512,713.39,4,419,2010-05-05 13:22:00,2011-03-24 10:03:00,322
13513,824.59,3,364,2010-02-22 16:36:00,2011-08-05 11:50:00,528
13514,815.9000000000001,4,288,2010-01-26 15:11:00,2011-09-27 09:39:00,608
13515,1265.82,6,819,2010-03-05 11:58:00,2011-09-28 11:26:00,571
13516,1685.26,4,1114,2010-10-18 08:52:00,2011-11-18 13:15:00,396
13517,2128.42,3,1369,2011-06-13 08:44:00,2011-10-11 11:43:00,120
13518,627.16,1,382,2011-09-15 10:29:00,2011-09-15 10:29:00,0
13519,343.21,2,133,2010-09-23 11:45:00,2011-09-22 18:24:00,364
13520,6606.0,11,3179,2009-12-17 11:11:00,2011-10-12 10:20:00,663
13521,1071.73,3,718,2011-11-29 15:09:00,2011-12-08 13:50:00,8
13522,125.80000000000001,1,44,2011-11-09 15:11:00,2011-11-09 15:11:00,0
13523,4534.57,6,1989,2010-11-02 14:55:00,2011-11-06 15:11:00,369
13524,680.1800000000001,5,324,2011-05-04 12:26:00,2011-10-30 12:34:00,179
13525,628.78,2,394,2011-04-05 15:36:00,2011-11-25 12:01:00,233
13526,1182.0,2,1911,2009-12-01 12:56:00,2009-12-01 13:13:00,0
13527,4541.29,12,2736,2010-01-21 12:37:00,2011-11-06 12:04:00,653
13529,307.76,2,74,2011-05-19 11:50:00,2011-09-22 09:15:00,125
13530,402.98,1,272,2010-03-15 14:10:00,2010-03-15 14:10:00,0
13531,1433.07,6,497,2009-12-03 15:20:00,2011-05-18 16:56:00,531
13532,210.31,1,129,2011-11-06 12:25:00,2011-11-06 12:25:00,0
13533,269.09,3,202,2011-03-17 12:47:00,2011-06-10 11:54:00,84
13534,7720.900000000001,35,3869,2010-07-07 15:00:00,2011-12-07 14:52:00,517
13535,89.5,1,10,2010-11-02 11:49:00,2010-11-02 11:49:00,0
13536,3444.39,7,2126,2011-09-25 13:30:00,2011-12-08 16:38:00,74
13537,717.85,2,337,2010-09-14 10:41:00,2010-10-10 12:45:00,26
13538,3103.13,12,959,2010-02-02 12:47:00,2011-10-27 16:34:00,632
13539,1569.36,7,710,2010-04-28 12:04:00,2011-09-15 10:18:00,504
13540,632.39,3,189,2010-02-22 09:22:00,2010-08-29 14:20:00,188
13541,785.25,2,279,2010-05-18 16:15:00,2010-10-08 16:37:00,143
13542,3959.4900000000002,17,804,2009-12-10 19:53:00,2010-11-28 11:24:00,352
13543,1439.61,2,329,2010-01-21 14:30:00,2010-03-15 13:34:00,52
13544,790.2,6,331,2010-03-05 11:31:00,2011-10-31 11:57:00,605
13545,364.93,2,252,2010-06-13 11:49:00,2010-11-14 11:27:00,153
13546,1086.24,5,587,2010-10-11 17:23:00,2011-11-27 14:50:00,411
13547,167.08,1,79,2010-10-27 14:14:00,2010-10-27 14:14:00,0
13548,901.44,3,558,2010-08-25 13:44:00,2011-09-04 14:50:00,375
13549,1005.8000000000001,8,554,2010-11-17 12:17:00,2011-11-14 09:20:00,361
13550,342.55,1,430,2010-11-21 15:24:00,2010-11-21 15:24:00,0
13551,244.2,2,36,2010-02-11 15:01:00,2011-01-24 14:46:00,346
13552,6948.92,22,2630,2010-02-19 13:28:00,2011-10-04 15:19:00,592
13553,499.6,1,201,2010-02-03 12:21:00,2010-02-03 12:21:00,0
13554,1629.35,7,578,2010-09-19 12:39:00,2010-11-24 15:05:00,66
13555,8891.84,13,4762,2010-01-19 13:20:00,2011-09-27 12:36:00,615
13556,200.82,2,134,2010-09-30 09:01:00,2010-10-06 16:44:00,6
13557,3032.26,13,2398,2009-12-08 17:41:00,2011-11-11 15:24:00,702
13558,594.52,4,338,2011-10-02 13:01:00,2011-12-04 11:24:00,62
13559,990.0,2,360,2010-06-14 11:52:00,2010-07-15 09:52:00,30
13560,171.42000000000002,1,63,2011-12-02 13:11:00,2011-12-02 13:11:00,0
13561,1803.4,11,1125,2010-02-28 13:42:00,2011-05-08 12:39:00,433
13562,4838.18,8,1603,2010-01-14 16:33:00,2011-09-19 10:51:00,612
13563,777.53,2,209,2011-07-22 17:21:00,2011-09-16 14:45:00,55
13564,16498.97,37,8878,2009-12-02 11:55:00,2011-07-18 14:33:00,593
13565,414.8,3,260,2010-10-24 15:51:00,2011-11-20 14:33:00,391
13566,1688.6,5,1257,2010-03-10 12:22:00,2011-10-30 11:59:00,598
13567,1079.29,4,643,2010-06-16 12:48:00,2010-10-07 12:51:00,113
13568,187.05,1,66,2011-06-19 14:42:00,2011-06-19 14:42:00,0
13569,726.54,4,345,2010-10-07 13:05:00,2011-11-22 13:07:00,411
13570,239.49,1,161,2011-04-10 13:36:00,2011-04-10 13:36:00,0
13571,4537.26,26,3191,2009-12-08 13:02:00,2011-11-27 10:47:00,718
13572,1384.25,1,534,2011-05-18 11:59:00,2011-05-18 11:59:00,0
13573,904.52,6,647,2010-03-12 16:06:00,2011-10-20 14:33:00,586
13574,404.45,1,304,2010-10-24 13:28:00,2010-10-24 13:28:00,0
13575,732.07,5,449,2011-06-16 14:24:00,2011-11-16 13:14:00,152
13576,11202.59,28,4506,2009-12-08 15:12:00,2011-11-29 15:34:00,721
13577,3489.28,11,1661,2009-12-14 16:10:00,2011-11-14 15:19:00,699
13578,147.66,1,127,2010-10-26 13:44:00,2010-10-26 13:44:00,0
13579,1374.3400000000001,5,718,2010-02-18 13:53:00,2011-11-25 08:41:00,644
13580,107.75,1,45,2010-10-29 15:01:00,2010-10-29 15:01:00,0
13581,280.53000000000003,2,119,2010-10-21 16:30:00,2011-02-03 14:41:00,104
13582,241.68,2,106,2010-04-01 11:38:00,2010-11-15 11:34:00,227
13583,1445.031,2,1097,2010-01-29 13:53:00,2011-07-07 10:40:00,523
13584,385.7,3,360,2010-02-02 08:40:00,2011-02-06 12:49:00,369
13585,684.54,3,1386,2009-12-01 14:56:00,2010-06-27 12:33:00,207
13586,127.28,1,38,2010-06-16 13:47:00,2010-06-16 13:47:00,0
13587,1673.5,4,664,2010-02-14 13:17:00,2011-10-07 12:31:00,599
13588,2478.95,9,2606,2011-03-29 15:53:00,2011-11-24 10:42:00,239
13589,1120.74,6,293,2009-12-06 10:26:00,2011-11-25 12:10:00,719
13590,6336.04,18,5271,2009-12-01 13:37:00,2011-11-28 12:54:00,726
13591,2093.94,7,850,2009-12-14 15:44:00,2011-10-06 12:26:00,660
13592,247.95999999999998,4,84,2011-03-20 14:01:00,2011-11-04 09:49:00,228
13593,5493.29,14,2170,2010-03-02 16:36:00,2011-08-23 13:35:00,538
13594,533.32,2,396,2010-08-11 10:23:00,2011-10-18 10:19:00,432
13595,784.48,3,341,2010-03-03 14:42:00,2010-07-11 12:36:00,129
13596,664.11,2,384,2011-11-27 11:57:00,2011-12-04 12:01:00,7
13597,396.71,2,231,2010-11-02 09:30:00,2010-11-04 14:54:00,2
13598,761.96,5,393,2010-02-26 11:22:00,2011-10-23 14:28:00,604
